"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM","Rk","Salary_2019_to_20","Salary_2020_to_21","Salary_2021_to_22","Salary_2022_to_23","Salary_2023_to_24","Salary_2024_to_25","Signed Using","Guaranteed","Salary_Per_Million","WARP_Per","PER_Mil","BPM_Per","VORP_Per","WS_Per","Pos"
"1","Houston Rockets","James Harden",30,61,2241,28.4,17.01,6.3,8.7,2.7,11.5,0.245,0.616,0.555,3,15.3,9.1,34.4,2.2,2,13.8,36.4,7.9,1.2,9,5,37800000,40824000,43848000,46872000,NA,NA,"Bird Rights",122472000,37.8,0.45,0.751322751322751,0.238095238095238,0.166666666666667,0.304232804232804,"SG"
"2","Milwaukee Bucks","Giannis Antetokounmpo",25,57,1763,31.6,16.2,6,5.6,4.8,10.4,0.282,0.608,0.238,7.8,34.5,22,33.9,1.5,2.9,13.1,37.4,7.4,4.1,11.5,42,25842697,27528090,NA,NA,NA,NA,"1st Round Pick",53370787,25.842697,0.626869556223176,1.22278259115138,0.444999993615217,0.232173909712287,0.402434776834631,"PF"
"3","LA Lakers","LeBron James",35,60,2094,26,15.39,5.7,6.1,3.4,9.5,0.218,0.582,0.324,3.1,21,12.3,49.7,1.7,1.3,15.3,31.6,6.8,1.9,8.7,6,37436858,39219565,41002273,NA,NA,NA,"Cap Space",76656423,37.436858,0.411092191550904,0.69450272776631,0.232391297367958,0.152256367241076,0.253760612068459,"SF"
"4","Denver Nuggets","Nikola Jokic",24,65,2101,25,13.77,5.1,6,3.2,9.2,0.209,0.604,0.233,8.2,26.9,17.6,34.3,1.8,1.9,15.7,26.6,5.4,2.3,7.6,38,26573595,28542009,30510423,32478837,NA,NA,"Bird Rights",118104864,26.573595,0.518183557776056,0.940783510849774,0.285998187298331,0.191919836213354,0.346208331992717,NA
"5","LA Lakers","Anthony Davis",26,55,1889,28.2,13.5,5,6.2,4.1,10.3,0.262,0.614,0.195,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,5.8,2.8,8.5,35,27093019,28751775,NA,NA,NA,NA,"1st Round Pick",27093019,27.093019,0.498283340073692,1.04085853259838,0.313733954861213,0.184549385212479,0.380171733537706,"PF"
"6","Dallas Mavericks","Luka Doncic",20,54,1799,27.7,12.69,4.7,5.8,2.3,8.1,0.215,0.584,0.442,4.1,24.7,14.6,45.3,1.6,0.5,14.6,37,7.3,1.1,8.4,158,7683360,8049360,10174391,NA,NA,NA,"1st Round Pick",15732720,7.68336,1.65162116573999,3.60519356115033,1.09327169363404,0.611711542866663,1.05422627600425,"PG"
"7","LA Clippers","Kawhi Leonard",28,51,1643,26.7,12.42,4.6,4.6,3,7.6,0.222,0.585,0.287,3.3,19.7,11.7,27,2.6,1.7,10.7,33.2,6.5,2.5,9,14,32742000,34379100,36016200,NA,NA,NA,"Cap Space",67121100,32.742,0.379329301814184,0.815466373465274,0.274876305662452,0.140492334005253,0.23211776922607,"SF"
"8","Miami Heat","Jimmy Butler",30,54,1851,23.4,9.18,3.4,6,2.5,8.5,0.219,0.583,0.162,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,4,1.3,5.2,12,32742000,34379100,36016200,37653300,NA,NA,"Sign and Trade",103137300,32.742,0.280373831775701,0.714678394722375,0.158817421049417,0.103842159916926,0.259605399792316,"SF"
"9","Atlanta Hawks","Trae Young",21,60,2120,23.9,8.64,3.2,5.4,0.5,5.9,0.134,0.595,0.455,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,6.3,-2.3,4,180,6273000,6571800,8326471,NA,NA,NA,"1st Round Pick",12844800,6.273,1.37733142037303,3.80997927626335,0.637653435357883,0.510122748286306,0.940538817152877,"PG"
"10","Miami Heat","Bam Adebayo",22,65,2235,20.6,8.64,3.2,4.6,3.6,8.1,0.175,0.606,0.018,8.7,25,17.2,23.6,1.7,3.8,17.5,20.8,1.6,2.1,3.6,253,3454080,5115492,NA,NA,NA,NA,"1st Round Pick",8569572,3.45408,2.50138966092274,5.96396146007041,1.04224569205114,0.926440615156569,2.34505280711506,"PF"
"11","Oklahoma City Thunder","Chris Paul",34,63,2003,21.7,8.64,3.2,5.5,2.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.2,4.3,2,38506482,41358814,44211146,NA,NA,NA,"Bird Rights",79865296,38.506482,0.224377807352019,0.563541483742919,0.111669510603436,0.083102891611859,0.210354194392518,"PG"
"12","Utah Jazz","Rudy Gobert",27,62,2142,21.7,8.37,3.1,6,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.9,3.7,46,25008427,26525281,NA,NA,NA,NA,"1st Round Pick",51533708,25.008427,0.334687183644137,0.867707513151467,0.147950128970527,0.123958216164495,0.399865213433856,"C"
"13","Boston Celtics","Jayson Tatum",21,59,2043,20.3,8.1,3,2.9,3.4,6.2,0.147,0.562,0.377,3,18.8,11,14,2,2.4,9.7,28.6,3.3,0.6,3.9,155,7830000,9897120,NA,NA,NA,NA,"1st Round Pick",17727120,7.83,1.03448275862069,2.59259259259259,0.498084291187739,0.383141762452107,0.791826309067688,"PF"
"14","Philadelphia 76ers","Ben Simmons",23,54,1930,20.8,7.83,2.9,3.8,3.2,7,0.174,0.608,0.01,6.2,18,12.1,34.8,2.9,1.4,20.6,20.9,1.4,2.4,3.9,148,8113930,29250000,31590000,33930000,36270000,38610000,"1st Round pick",177763930,8.11393,0.965007092740509,2.56349266015359,0.480654873778798,0.357410034348337,0.862713876013227,"PG"
"15","Indiana Pacers","Domantas Sabonis",23,62,2159,20.7,7.83,2.9,4.2,3.3,7.6,0.168,0.586,0.079,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,2.1,1.1,3.2,245,3529555,17187500,18562500,19937500,21312500,NA,"1st Round pick",80529555,3.529555,2.21840996952874,5.8647619884093,0.906629872604337,0.82163332204768,2.1532459474353,"C"
"16","Boston Celtics","Kemba Walker",29,50,1592,20.2,7.29,2.7,3.5,1.9,5.4,0.163,0.569,0.526,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,5,-0.2,4.7,13,32742000,34379100,36016200,37653300,NA,NA,"Sign and Trade",103137300,32.742,0.222649807586586,0.616944597153503,0.14354651517928,0.0824628916987356,0.164925783397471,"PG"
"17","Milwaukee Bucks","Khris Middleton",28,55,1653,21.4,7.29,2.7,4.3,3.1,7.4,0.214,0.619,0.374,2.5,17,10.2,21,1.4,0.4,10.8,26.2,3.4,0.9,4.4,19,30603448,33051724,35500000,37948276,40396552,NA,"Bird Rights",137103448,30.603448,0.238208452851457,0.69926761193706,0.143774649183321,0.0882253529079468,0.24180281908104,"SF"
"18","Orlando Magic","Nikola Vucevic",29,54,1763,21.6,7.29,2.7,2.9,2.6,5.5,0.15,0.54,0.274,7.6,29.4,18.1,20,1.3,2.4,7.3,25.8,3.4,0.6,4,23,2.8e+07,2.6e+07,2.4e+07,2.2e+07,NA,NA,"Bird Rights",1e+08,28,0.260357142857143,0.771428571428571,0.142857142857143,0.0964285714285714,0.196428571428571,NA
"19","Toronto Raptors","Kyle Lowry",33,52,1901,17.9,6.75,2.5,4.1,2.8,6.9,0.173,0.589,0.583,1.7,12,7,31,1.8,1.1,15,23.1,2.5,0.7,3.2,9,33296296,3e+07,NA,NA,NA,NA,"Bird Rights",63296296,33.296296,0.202725252082093,0.537597335151033,0.0961067861722517,0.0750834266970717,0.207230257683918,"PG"
"20","Washington Wizards","Bradley Beal",26,57,2053,23.1,6.75,2.5,4.6,0.5,5.1,0.119,0.579,0.369,2.7,10.6,6.5,29.1,1.6,1,11.4,34.4,5.3,-2.4,2.9,34,27093019,28751775,34502130,37262300,NA,NA,"Cap Space",90346924,27.093019,0.249141670036846,0.852618159681651,0.107038643423238,0.0922746926062393,0.188240372916728,"SG"
"21","Philadelphia 76ers","Joel Embiid",25,44,1329,26,6.48,2.4,3.2,2.4,5.6,0.203,0.593,0.23,10.1,33.1,21.6,17.3,1.4,3.7,13.4,32.6,4.1,1.2,5.2,27,27504630,29542010,31579390,33616770,NA,NA,"1st Round Pick",122242800,27.50463,0.23559669771962,0.945295392084896,0.189059078416979,0.087258036192452,0.203602084449055,"C"
"22","Chicago Bulls","Zach LaVine",24,60,2085,19.5,6.48,2.4,1.8,2.2,4,0.092,0.568,0.404,2.1,13.8,7.7,21.7,2,1.3,13.3,31.7,3.3,-0.8,2.5,54,19500000,19500000,19500000,NA,NA,NA,"Cap space",58500000,19.5,0.332307692307692,1,0.128205128205128,0.123076923076923,0.205128205128205,"SG"
"23","Oklahoma City Thunder","Danilo Gallinari",31,55,1690,19.4,5.94,2.2,4.1,1.6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,-0.9,3.2,49,22615559,NA,NA,NA,NA,NA,"Sign and Trade",22615559,22.615559,0.262651035952726,0.857816514727759,0.14149550758396,0.0972781614639727,0.252038872883929,"PF"
"24","LA Clippers","Montrezl Harrell",26,63,1749,23.1,5.94,2.2,4.5,2.5,7,0.193,0.607,0.022,9.9,16.2,13.1,10.3,1.1,3.6,10.1,25.5,2.4,0.5,2.9,181,6e+06,NA,NA,NA,NA,NA,"Bird Rights",6e+06,6,0.99,3.85,0.483333333333333,0.366666666666667,1.16666666666667,"C"
"25","Utah Jazz","Donovan Mitchell",23,63,2165,19.1,5.67,2.1,3,2.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,-0.5,1.9,238,3635760,5195501,NA,NA,NA,NA,"1st Round Pick",8831261,3.63576,1.55950887847383,5.25337205976192,0.522586749400401,0.577595880916232,1.43023741941162,"SG"
"26","Phoenix Suns","Devin Booker",23,62,2241,19.8,5.67,2.1,4.8,1.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,-1.4,1.7,32,27250000,29430000,31610000,33790000,35970000,NA,"1st round pick",158050000,27.25,0.208073394495413,0.726605504587156,0.0623853211009174,0.0770642201834862,0.220183486238532,"SG"
"27","New Orleans Pelicans","Jrue Holiday",29,55,1922,17.5,5.67,2.1,2.1,1.8,4,0.099,0.535,0.346,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,1.9,0.3,2.3,39,26131111,26131111,27020000,NA,NA,NA,"Bird Rights",52262222,26.131111,0.216982737549888,0.669699807252742,0.0880176889532175,0.080363976870329,0.15307424165777,"SG"
"28","New Orleans Pelicans","Brandon Ingram",22,56,1919,19.2,5.67,2.1,3.2,1.7,4.9,0.122,0.59,0.352,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,2.7,-0.3,2.4,164,7265485,NA,NA,NA,NA,NA,"1st Round pick",7265485,7.265485,0.780402134200263,2.64263156554586,0.330328945693233,0.289037827481579,0.674421597457018,"PF"
"29","Toronto Raptors","Pascal Siakam",25,53,1882,18.7,5.4,2,2,3.2,5.2,0.133,0.559,0.32,3.3,18.8,11.2,17,1.3,2.5,10.5,28.5,1.7,0.5,2.2,313,2351839,2.9e+07,31320000,33640000,35960000,NA,"1st Round pick",132271839,2.351839,2.29607553918444,7.95122455236094,0.935438182630699,0.85039834784609,2.21103570439983,"PF"
"30","Philadelphia 76ers","Al Horford",33,60,1848,15.6,5.4,2,2.5,2.5,5,0.13,0.526,0.404,5.5,19.1,12.3,19.2,1.4,2.5,8.7,17.6,1.1,1.1,2.2,24,2.8e+07,27500000,2.7e+07,26500000,NA,NA,"Cap Space",9.7e+07,28,0.192857142857143,0.557142857142857,0.0785714285714286,0.0714285714285714,0.178571428571429,"C"
"31","Oklahoma City Thunder","Shai Gilgeous-Alexander",21,63,2214,17.8,5.4,2,2.9,2.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.2,1.6,231,3952920,4141320,5495532,NA,NA,NA,"1st Round Pick",8094240,3.95292,1.36607874685043,4.50300031369216,0.404764073140868,0.505955091426085,1.39137650142173,"SG"
"32","Oklahoma City Thunder","Steven Adams",26,58,1564,20.8,5.4,2,3.7,2.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.1,3.2,41,25842697,27528090,NA,NA,NA,NA,"1st Round Pick",53370787,25.842697,0.208956518741059,0.804869553669263,0.123826085179887,0.0773913032374291,0.23991304003603,"C"
"33","LA Clippers","Paul George",29,42,1222,20.5,5.4,2,1.9,2,3.9,0.153,0.582,0.494,1.9,18.1,10.2,21.2,2.2,1.4,13,29.6,3.4,1.1,4.5,10,33005556,35450412,37895268,NA,NA,NA,"Maximum Salary",68455968,33.005556,0.163608817860847,0.62110754928655,0.136340681550706,0.0605958584669805,0.118161924010612,"SF"
"34","Brooklyn Nets","Spencer Dinwiddie",26,64,1994,17.9,5.13,1.9,3.4,1.7,5.1,0.123,0.541,0.392,1.7,9.5,5.7,35.6,1,0.9,12.5,29.2,2.6,-0.8,1.7,119,10600000,11400000,12300000,NA,NA,NA,"Minimum Salary",2.2e+07,10.6,0.483962264150943,1.68867924528302,0.160377358490566,0.179245283018868,0.481132075471698,"SG"
"35","San Antonio Spurs","DeMar DeRozan",30,61,2091,21.3,5.13,1.9,5.1,1.1,6.2,0.143,0.597,0.031,2,15.7,8.9,26,1.4,0.6,11.5,26.6,2.1,-0.5,1.6,25,27739975,27739975,NA,NA,NA,NA,"Cap Space",27739975,27.739975,0.184931673514486,0.767844960206345,0.0576784946633874,0.0684932124127725,0.223504166820626,"SF"
"36","Boston Celtics","Gordon Hayward",29,45,1501,18.2,4.86,1.8,3.1,1.9,5,0.16,0.593,0.311,3.2,17.6,10.5,19,1.1,1.2,10.8,20.9,2.6,0.3,2.9,15,32700690,34187085,NA,NA,NA,NA,"Cap space",32700690,32.70069,0.148620717177527,0.556563179553704,0.0886831439948209,0.0550447100657509,0.152901972404864,"SF"
"37","Toronto Raptors","Fred VanVleet",25,48,1719,16,4.86,1.8,2.2,2.7,4.9,0.136,0.546,0.482,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22,1,1.3,2.3,138,9e+06,NA,NA,NA,NA,NA,"Bird Rights",9e+06,9,0.54,1.77777777777778,0.255555555555556,0.2,0.544444444444445,"PG"
"38","New York Knicks","Mitchell Robinson",21,61,1412,23.5,4.86,1.8,4.8,2,6.8,0.23,0.726,0,13.7,18.8,16.2,3.9,1.8,8,8.3,13.3,1.6,1.3,3,402,1559712,1663861,1802057,NA,NA,NA,"MLE",1559712,1.559712,3.11595986951437,15.0668841427135,1.92343201821875,1.15405921093125,4.35977924129583,"C"
"39","Cleveland Cavaliers","Kevin Love",31,56,1780,17.9,4.86,1.8,2.5,1.2,3.8,0.102,0.599,0.536,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.6,-0.6,2.1,22,28900000,31300000,31300000,28900000,NA,NA,"Bird Rights",120400000,28.9,0.168166089965398,0.619377162629758,0.0726643598615917,0.0622837370242215,0.131487889273356,"PF"
"40","Houston Rockets","Russell Westbrook",31,53,1905,21.5,4.86,1.8,2.1,2.3,4.3,0.109,0.539,0.168,5.1,18.4,11.7,35,2.1,0.8,14.9,34.4,1.9,-0.1,1.8,3,38178000,41006000,43848000,46662000,NA,NA,"Bird Rights",123032000,38.178,0.127298444130127,0.563151553250563,0.0471475719000472,0.0471475719000472,0.112630310650113,"PG"
"41","Memphis Grizzlies","Jonas Valan?i?nas",27,62,1630,22.3,4.86,1.8,3.8,2.4,6.2,0.182,0.631,0.12,12.5,31.9,22.4,10.2,0.7,3.7,12.8,21.4,2.2,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Brooklyn Nets","Jarrett Allen",21,64,1647,20.3,4.59,1.7,4.3,2.8,7.1,0.207,0.658,0.012,12.5,25,18.9,7.8,1.1,4.3,12.2,15,1,1.1,2.1,312,2376840,3909902,NA,NA,NA,NA,"1st Round Pick",6286742,2.37684,1.93113545716161,8.54075158613958,0.88352602615237,0.7152353545043,2.98715942175325,"C"
"43","Atlanta Hawks","John Collins",22,41,1363,23.5,4.59,1.7,3.8,1.1,4.9,0.174,0.659,0.243,9,24,16.4,7.6,1.1,4.1,10.1,22.7,3.7,-0.7,3.1,282,2686560,4137302,NA,NA,NA,NA,"1st Round Pick",6823862,2.68656,1.70850455601215,8.74724554821035,1.15389196593413,0.632779465189685,1.82389375260556,"PF"
"44","Sacramento Kings","Buddy Hield",27,64,2045,16.3,4.59,1.7,1.6,1.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,-1.3,1.4,202,4861208,24431818,22477273,20522727,18568182,NA,"1st Round pick",90861208,4.861208,0.944209751979343,3.35307602554756,0.28799425986298,0.349707315547905,0.637701575410885,"SG"
"45","Sacramento Kings","Nemanja Bjelica",31,64,1821,15.6,4.59,1.7,3,1.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.4,1.6,173,6825000,7150000,NA,NA,NA,NA,"Cap Space",6825000,6.825,0.672527472527472,2.28571428571429,0.234432234432234,0.249084249084249,0.688644688644689,"PF"
"46","Brooklyn Nets","Kyrie Irving",27,20,658,26.3,4.32,1.6,2.1,0.8,3,0.216,0.595,0.341,3.5,12.4,8.1,37.4,1.9,1.3,10.1,32.6,6.6,1,7.6,17,31742000,33329100,34916200,36503300,NA,NA,"Cap space",136490600,31.742,0.136097284355113,0.828555226513767,0.239430407661773,0.0504064016130049,0.0945120030243841,"PG"
"47","Milwaukee Bucks","Eric Bledsoe",30,56,1524,18.1,4.32,1.6,2.4,2.9,5.3,0.168,0.579,0.304,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24,1.1,1.1,2.2,78,15625000,16875000,18125000,19375000,NA,NA,"Bird Rights",54525000,15.625,0.27648,1.1584,0.1408,0.1024,0.3392,"PG"
"48","Orlando Magic","Evan Fournier",27,61,1931,16.7,4.32,1.6,2.7,1.7,4.4,0.11,0.599,0.467,0.9,8.1,4.4,16.5,1.8,0.7,11.1,24.2,1.5,-0.3,1.2,71,1.7e+07,1.7e+07,NA,NA,NA,NA,"Cap Space",1.7e+07,17,0.254117647058824,0.982352941176471,0.0705882352941176,0.0941176470588235,0.258823529411765,"SG"
"49","Dallas Mavericks","Delon Wright",27,65,1412,16.1,4.32,1.6,2.6,1.8,4.3,0.148,0.563,0.307,5,14,9.6,21.2,2.6,1.3,13.9,14.8,0.4,2,2.4,133,9473684,9e+06,8526316,NA,NA,NA,"Sign and Trade",2.7e+07,9.473684,0.456000010133334,1.69944448220988,0.253333338962963,0.168888892641975,0.453888898975309,"SG"
"50","Boston Celtics","Marcus Smart",25,53,1721,14,4.05,1.5,1.7,2.4,4.1,0.115,0.519,0.582,2.5,10.1,6.4,21,2.4,1.5,11.5,19.3,0.2,1.3,1.6,101,12553471,13446428,14339285,NA,NA,NA,"Bird Rights",40339184,12.553471,0.322619935155783,1.11522940547678,0.127454789197346,0.119488864872512,0.3266028973182,"SG"
"51","Boston Celtics","Daniel Theis",27,58,1382,18.2,4.05,1.5,3.6,2.3,5.9,0.205,0.629,0.212,10.2,19.2,14.7,9.9,1.2,5,10.1,14.7,0.4,1.8,2.3,199,5e+06,5e+06,NA,NA,NA,NA,"Early Bird Rights",5e+06,5,0.81,3.64,0.46,0.3,1.18,"C"
"52","Brooklyn Nets","DeAndre Jordan",31,56,1234,20,4.05,1.5,3,2.3,5.3,0.204,0.682,0,12.1,34.2,23.4,12.8,0.7,3.5,17.8,14.1,1.1,1.8,2.8,125,9881598,10375678,9881598,9821842,NA,NA,"Cap space",39960716,9.881598,0.409852738393122,2.02396414021295,0.283354979629813,0.151797310515971,0.536350497156432,"C"
"53","Philadelphia 76ers","Tobias Harris",27,65,2243,16.8,4.05,1.5,3,2.6,5.6,0.12,0.557,0.309,2.7,19,10.8,14.6,1.1,1.3,7.9,23.6,1,-0.4,0.6,18,31034483,33517241,3.6e+07,38482759,40965517,NA,"Bird Rights",1.8e+08,31.034483,0.130499998985,0.541333329122963,0.019333333182963,0.0483333329574074,0.180444443040988,"PF"
"54","Milwaukee Bucks","Brook Lopez",31,61,1622,14,4.05,1.5,0.8,3.9,4.6,0.137,0.537,0.497,2.7,13.2,8.3,7.8,1.2,8,9.2,17.5,-1.1,2.8,1.8,108,12093024,12697675,13302325,13906976,NA,NA,"Cap Space",5.2e+07,12.093024,0.33490382554438,1.15769223644971,0.148846144686391,0.124038453905326,0.380384591976333,"C"
"55","Milwaukee Bucks","George Hill",33,52,1103,17.5,4.05,1.5,3.2,1.9,5.1,0.22,0.668,0.452,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,1.8,1.4,3.2,136,9133907,9590602,10047297,NA,NA,NA,"Cap Space",2.1e+07,9.133907,0.443402806706922,1.91593805367188,0.350342958385716,0.164223261743304,0.558359089927235,"PG"
"56","Milwaukee Bucks","George Hill",33,52,1103,17.5,4.05,1.5,3.2,1.9,5.1,0.22,0.668,0.452,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,1.8,1.4,3.2,441,1e+06,NA,NA,NA,NA,NA,NA,2.1e+07,1,4.05,17.5,3.2,1.5,5.1,"PG"
"57","Indiana Pacers","Justin Holiday",30,65,1617,12.7,4.05,1.5,1.7,2.2,4,0.117,0.598,0.667,2.1,11.9,7,7.1,2.3,2.3,8,13.5,0,1.7,1.6,211,4767000,NA,NA,NA,NA,NA,"Room Exception",4767000,4.767,0.849590937696665,2.6641493601846,0.335640864275225,0.314663310258024,0.839102160688064,"SG"
"58","Denver Nuggets","Will Barton",29,58,1916,15.7,4.05,1.5,2.4,2.1,4.5,0.113,0.549,0.39,4.4,16.8,10.6,16,1.6,1.4,9.9,20,1.2,-0.1,1.2,97,12960000,13920000,14880000,NA,NA,NA,"Bird Rights",26880000,12.96,0.3125,1.21141975308642,0.0925925925925926,0.115740740740741,0.347222222222222,"SF"
"59","Oklahoma City Thunder","Nerlens Noel",25,55,1014,21.7,4.05,1.5,2.7,2.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.4,4,343,2028594,NA,NA,NA,NA,NA,"Minimum Salary",2028594,2.028594,1.99645665914422,10.6970640749209,1.97180904606836,0.739428392275635,2.36617085528203,"C"
"60","Memphis Grizzlies","Brandon Clarke",23,50,1086,21.8,4.05,1.5,3.1,1.3,4.4,0.192,0.67,0.127,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19,2.8,0.7,3.5,307,2478840,2602920,2726880,4343920,NA,NA,"1st Round Pick",5081760,2.47884,1.63382872633974,8.79443610721144,1.4119507511578,0.6051217504962,1.77502380145552,"PF"
"61","San Antonio Spurs","LaMarcus Aldridge",34,53,1754,19.8,4.05,1.5,3.1,1.4,4.4,0.122,0.571,0.198,6.3,17.8,12,11.4,1,4.4,7.8,23.6,1.8,-0.5,1.3,40,2.6e+07,2.4e+07,NA,NA,NA,NA,"Cap Space",5e+07,26,0.155769230769231,0.761538461538462,0.05,0.0576923076923077,0.169230769230769,"C"
"62","Toronto Raptors","OG Anunoby",22,63,1897,13.2,3.78,1.4,1.8,3.3,5.1,0.13,0.598,0.408,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,-0.9,1.8,0.9,322,2281800,3872215,NA,NA,NA,NA,"1st Round Pick",6154015,2.2818,1.65658690507494,5.78490665264265,0.394425453589272,0.613550705583311,2.23507757033921,"SF"
"63","Toronto Raptors","Norman Powell",26,44,1269,17.4,3.78,1.4,2.2,1.9,4.2,0.157,0.629,0.457,2,11.2,6.7,9.7,2.1,1.3,10,21.5,1.4,0.9,2.3,122,10116576,10865952,11615328,NA,NA,NA,"Cap Space",20982528,10.116576,0.373644205312153,1.71994951651626,0.227349648734908,0.138386742708205,0.415160228124615,"SG"
"64","Milwaukee Bucks","Donte DiVincenzo",23,59,1362,15,3.78,1.4,1.4,3.1,4.5,0.158,0.57,0.489,4.6,15.7,10.5,13.3,2.7,1.2,12.9,16.9,-0.6,2.7,2.1,273,2905800,3044160,4675830,NA,NA,NA,"1st Round Pick",5949960,2.9058,1.30084658269668,5.1620896138757,0.722692545942598,0.481795030628398,1.54862688416271,"SG"
"65","Cleveland Cavaliers","Larry Nance",27,56,1472,17.3,3.78,1.4,2.8,1.1,3.9,0.128,0.608,0.369,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,1.4,0.3,1.8,100,12727273,11709091,10690909,9672727,NA,NA,"1st Round pick",44800000,12.727273,0.296999993635714,1.35928568515816,0.141428568397959,0.109999997642857,0.306428564862245,NA
"66","Indiana Pacers","Malcolm Brogdon",27,48,1472,17.8,3.78,1.4,2,1.4,3.5,0.113,0.537,0.296,3,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.2,-0.5,1.7,51,2e+07,20700000,21700000,22600000,NA,NA,"Sign and Trade",8.5e+07,20,0.189,0.89,0.085,0.07,0.175,"PG"
"67","Charlotte Hornets","Devonte' Graham",24,63,2211,15.8,3.78,1.4,2.5,0.9,3.4,0.073,0.537,0.607,2,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.6,-2.1,0.5,432,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,2.6678862718195,11.1514823001979,0.352895009499934,0.988106026599814,2.39968606459955,"PG"
"68","Denver Nuggets","Jamal Murray",22,55,1804,17.5,3.78,1.4,2.5,1.6,4.2,0.111,0.559,0.359,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,1.8,-0.7,1.1,219,4444746,29250000,31590000,33930000,36270000,38610000,"1st Round pick",174094746,4.444746,0.850442297490115,3.93723285875053,0.247483208264319,0.314978628700043,0.944935886100128,"PG"
"69","Sacramento Kings","De'Aaron Fox",22,45,1426,20.3,3.78,1.4,2.1,1.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,-0.3,1.8,179,6392760,8099627,NA,NA,NA,NA,"1st Round Pick",14492387,6.39276,0.591293901225762,3.17546724732353,0.28156852439322,0.218997741194727,0.547494352986816,"PG"
"70","Dallas Mavericks","Kristaps Porzingis",24,51,1597,19.3,3.78,1.4,1.7,2.6,4.3,0.129,0.54,0.447,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,1.2,0.3,1.5,29,27285000,29467800,31650600,33833400,36016200,NA,"Bird Rights",122236800,27.285,0.138537658053876,0.70734835990471,0.0549752611324904,0.0513102437236577,0.157595748579806,"PF"
"71","Utah Jazz","Joe Ingles",32,64,1916,12.5,3.51,1.3,2.4,2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.7,111,11954546,10863637,1.4e+07,NA,NA,NA,"Bird Rights",36818183,11.954546,0.293612153903628,1.04562732871662,0.0585551304081309,0.108745242186529,0.359695801078519,"SF"
"72","Utah Jazz","Royce O'Neale",26,64,1862,9.3,3.51,1.3,1.8,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,2.1,0.8,390,1618520,8035714,8678571,9321429,9964286,NA,"Cap space",37618520,1.61852,2.16864790055112,5.7459901638534,0.494278723772335,0.803202926130045,2.47139361886168,"PF"
"73","LA Clippers","Patrick Beverley",31,48,1299,12.3,3.51,1.3,1.4,2,3.4,0.126,0.554,0.609,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13,-0.5,2.6,2.1,105,12345679,13333333,14320988,NA,NA,NA,"Bird Rights",4e+07,12.345679,0.28431000028431,0.9963000009963,0.1701000001701,0.1053000001053,0.2754000002754,"PG"
